Delhi,28.635308,77.22496
Mathura,27.4925,77.6736
Bharatpur,27.2200,77.4800
kota,25.1800,75.8300
Ratlam,23.3340,75.0370
vadodara,22.3000,73.2000
Surat,21.1700, 72.8300
Bombay,18.9750, 72.8258
